"source","stockid","lme","comm_name","species","year","msy_mt","bbmsy","uumsy"
"SAUP","Benguela Current-Thunnus albacares","Benguela Current","Yellowfin tuna","Thunnus albacares",2014,6036.46783432076,1.85926902861839,0.545042093608842
"SAUP","Benguela Current-Thunnus obesus","Benguela Current","Bigeye tuna","Thunnus obesus",2014,1698.72071727833,1.09935654944275,1.20861027352575
"SAUP","Benguela Current-Thunnus thynnus","Benguela Current","Atlantic bluefin tuna","Thunnus thynnus",2014,174.952567516612,0.836407444845993,0
"SAUP","Benguela Current-Thyrsites atun","Benguela Current","Snoek","Thyrsites atun",2014,8701.33707649814,1.41299468495697,0.686376657167055
"SAUP","Benguela Current-Trachurus capensis","Benguela Current","Cape horse mackerel","Trachurus capensis",2014,442380.988807546,1.30294104582275,0.619741136447809
"SAUP","Benguela Current-Trachurus trecae","Benguela Current","Cunene horse mackerel","Trachurus trecae",2014,60472.3534798955,0.739307892497971,1.50091302754765
"SAUP","Benguela Current-Trichiurus lepturus","Benguela Current","Largehead hairtail","Trichiurus lepturus",2014,3638.02387023612,1.83044265627189,1.86706784863147
"SAUP","Benguela Current-Xiphias gladius","Benguela Current","Swordfish","Xiphias gladius",2014,531.559546444363,0.931320377110239,0.635125651985515
"SAUP","Benguela Current-Zeus faber","Benguela Current","John dory","Zeus faber",2014,3288.9844057069,1.69116667541181,0.647727860672771
"SAUP","Black Sea-Alosa immaculata","Black Sea","Pontic shad","Alosa immaculata",2014,415.845710746565,0.742160972607276,0.646891464291793
"SAUP","Black Sea-Atherina boyeri","Black Sea","Bigscale sand smelt","Atherina boyeri",2014,3102.34305040872,0.769981441183324,1.56398654075554
"SAUP","Black Sea-Belone belone","Black Sea","Garfish","Belone belone",2014,1131.44398534923,0.614053045860998,0.25001799764229
"SAUP","Black Sea-Boops boops","Black Sea","Bogue","Boops boops",2014,87.9439313242544,0.695595560533216,0.423862344411362
"SAUP","Black Sea-Clupeonella cultriventris","Black Sea","Caspian Sea sprat","Clupeonella cultriventris",2014,35123.8410094058,0.688540960984108,0.735449848664692
"SAUP","Black Sea-Engraulis encrasicolus","Black Sea","European anchovy","Engraulis encrasicolus",2014,145711.741995631,0.841703442624217,1.4792244039299
"SAUP","Black Sea-Esox lucius","Black Sea","Northern pike","Esox lucius",2014,71.3764923854066,0.736303306319189,0
"SAUP","Black Sea-Merlangius merlangus","Black Sea","Whiting","Merlangius merlangus",2014,23040.5124891583,0.950916539755083,0.584050803477882
"SAUP","Black Sea-Mullus surmuletus","Black Sea","Surmullet","Mullus surmuletus",2014,4593.70220575241,1.82642993560432,0.520353263301255
"SAUP","Black Sea-Mytilus galloprovincialis","Black Sea","Mediterranean mussel","Mytilus galloprovincialis",2014,16065.8443549111,0.555652068430899,0.443488050511698
"SAUP","Black Sea-Pomatomus saltatrix","Black Sea","Bluefish","Pomatomus saltatrix",2014,12116.221702358,0.985147939947467,0.904527234387845
"SAUP","Black Sea-Sarda sarda","Black Sea","Atlantic bonito","Sarda sarda",2014,9612.01948819968,0.826128488256754,3.17679040476369
"SAUP","Black Sea-Sardina pilchardus","Black Sea","European pilchard","Sardina pilchardus",2014,1137.98646877045,0.663570113329627,1.21511941876068
"SAUP","Black Sea-Scomber scombrus","Black Sea","Atlantic mackerel","Scomber scombrus",2014,650.286239085136,0.698093914444739,0.0125342191295596
"SAUP","Black Sea-Scophthalmus maximus","Black Sea","Turbot","Scophthalmus maximus",2014,1126.89563231309,0.787311735215481,1.65816256091627
"SAUP","Black Sea-Sprattus sprattus","Black Sea","European sprat","Sprattus sprattus",2014,31055.1222452773,0.97273010656336,1.53973822254741
"SAUP","Black Sea-Squalus acanthias","Black Sea","Piked dogfish","Squalus acanthias",2014,7961.21620701894,0.827592818450891,0.627750435164134
"SAUP","Black Sea-Squatina squatina","Black Sea","Angelshark","Squatina squatina",2014,183.642371505261,0.673335717987038,0.0000232584679921638
"SAUP","Black Sea-Trachurus mediterraneus","Black Sea","Mediterranean horse mackerel","Trachurus mediterraneus",2014,19044.8036173398,0.600767237339915,0
"SAUP","Black Sea-Trachurus trachurus","Black Sea","Atlantic horse mackerel","Trachurus trachurus",2014,18448.0871647799,1.28053323614641,0.637979950009448
"SAUP","Black Sea-Umbrina cirrosa","Black Sea","Shi drum","Umbrina cirrosa",2014,613.222365815965,0.644806243180202,0.255076206588299
"SAUP","Black Sea-Xiphias gladius","Black Sea","Swordfish","Xiphias gladius",2014,289.823421375051,0.618324499965621,0.0000480960494778587
"SAUP","California Current-Alopias vulpinus","California Current","Thresher","Alopias vulpinus",2014,258.045588390225,0.808842364891451,0.281521675964193
"SAUP","California Current-Alosa sapidissima","California Current","American shad","Alosa sapidissima",2014,100.055317768807,0.713055095207498,0.62818474457953
"SAUP","California Current-Anoplopoma fimbria","California Current","Sablefish","Anoplopoma fimbria",2014,783.90432816859,0.687150403987149,0
"SAUP","California Current-Atheresthes stomias","California Current","Arrowtooth flounder","Atheresthes stomias",2014,304.000190675919,0.713511514410213,0
"SAUP","California Current-Atractoscion nobilis","California Current","White weakfish","Atractoscion nobilis",2014,207.06393557365,0.693605262008009,1.21866829945917
"SAUP","California Current-Cancer productus","California Current","Pacific rock crab","Cancer productus",2014,1316.80955249162,1.81195526137854,0.461367824912722
"SAUP","California Current-Carcharhinus falciformis","California Current","Silky shark","Carcharhinus falciformis",2014,448.802713439655,0.794913999711954,1.00653038846657
"SAUP","California Current-Chanos chanos","California Current","Milkfish","Chanos chanos",2014,4457.19103196382,1.93128144864423,0.458316706469216
"SAUP","California Current-Citharichthys sordidus","California Current","Pacific sanddab","Citharichthys sordidus",2014,437.803772734769,0.962689614444184,0.997041871791297
"SAUP","California Current-Clupea pallasii pallasii","California Current","Pacific herring","Clupea pallasii pallasii",2014,2842.02178726898,0.894837265139569,1.20522876460521
"SAUP","California Current-Crassostrea gigas","California Current","Pacific cupped oyster","Crassostrea gigas",2014,31122.7853421556,1.40668044971682,0.644623824798678
"SAUP","California Current-Doryteuthis opalescens","California Current","California market squid","Doryteuthis opalescens",2014,136478.053970732,1.64834056533161,0.533613366015363
"SAUP","California Current-Dosidicus gigas","California Current","Jumbo flying squid","Dosidicus gigas",2014,6694.24182662926,0.69771659489803,0.505134388356541
"SAUP","California Current-Engraulis mordax","California Current","Californian anchovy","Engraulis mordax",2014,30622.6860162087,0.722848397365185,1.7496665692739
"SAUP","California Current-Eopsetta jordani","California Current","Petrale sole","Eopsetta jordani",2014,NA,NA,NA
"SAUP","California Current-Farfantepenaeus californiensis","California Current","Yellowleg shrimp","Farfantepenaeus californiensis",2014,7350.37225882048,1.68777859498228,0.53061000151366
"SAUP","California Current-Gadus macrocephalus","California Current","Pacific cod","Gadus macrocephalus",2014,1655.33789421511,0.656768209343745,0.310792035708517
"SAUP","California Current-Genyonemus lineatus","California Current","White croaker","Genyonemus lineatus",2014,164.221734088717,0.592403340553147,0.218895157907826
"SAUP","California Current-Glyptocephalus zachirus","California Current","Rex sole","Glyptocephalus zachirus",2014,1315.73363187136,0.858226709486551,0.331095352604463
"SAUP","California Current-Hippoglossus stenolepis","California Current","Pacific halibut","Hippoglossus stenolepis",2014,2386.8435295909,0.896366503945378,0.378862898343364
"SAUP","California Current-Hydrolagus colliei","California Current","Spotted ratfish","Hydrolagus colliei",2014,596.006914279849,0.747629208820969,0.0140608892379738
"SAUP","California Current-Kajikia audax","California Current","Striped marlin","Kajikia audax",2014,755.878241010918,1.35114674191572,0.856317423137558
"SAUP","California Current-Katsuwonus pelamis","California Current","Skipjack tuna","Katsuwonus pelamis",2014,10335.7663624028,0.597256893973935,0.0762339998718633
"SAUP","California Current-Litopenaeus stylirostris","California Current","Blue shrimp","Litopenaeus stylirostris",2014,6029.52160420053,1.46383491337357,0.617385862830585
"SAUP","California Current-Lutjanus argentiventris","California Current","Yellow snapper","Lutjanus argentiventris",2014,509.348969578912,0.657447817459762,0.538744038116721
"SAUP","California Current-Merluccius productus","California Current","North Pacific hake","Merluccius productus",2014,329.738796098081,0.669564136846777,0
"SAUP","California Current-Metacarcinus magister","California Current","Dungeness crab","Metacarcinus magister",2014,25460.8857252253,1.26119913546075,0.657811440589411
"SAUP","California Current-Microstomus pacificus","California Current","Dover sole","Microstomus pacificus",2014,NA,NA,NA
"SAUP","California Current-Mugil cephalus","California Current","Flathead grey mullet","Mugil cephalus",2014,890.031648797871,1.93486033153411,1.15047813986037
"SAUP","California Current-Oncorhynchus gorbuscha","California Current","Pink salmon","Oncorhynchus gorbuscha",2014,1256.25056826348,0.646761937879049,0.00255291734013056
"SAUP","California Current-Oncorhynchus keta","California Current","Chum salmon","Oncorhynchus keta",2014,3915.40950652106,1.49061039359837,0.647983609394941
"SAUP","California Current-Oncorhynchus kisutch","California Current","Coho salmon","Oncorhynchus kisutch",2014,3347.58999613681,0.80310893625705,1.29002969928845
"SAUP","California Current-Oncorhynchus nerka","California Current","Sockeye salmon","Oncorhynchus nerka",2014,234.976366953317,0.824278518401317,1.38224914493477
"SAUP","California Current-Oncorhynchus tshawytscha","California Current","Chinook salmon","Oncorhynchus tshawytscha",2014,8226.81725886711,1.34505668514652,0.789214372281058
"SAUP","California Current-Ophiodon elongatus","California Current","Lingcod","Ophiodon elongatus",2014,489.593230266111,0.86959814306468,1.32930632631092
"SAUP","California Current-Pandalus jordani","California Current","Ocean shrimp","Pandalus jordani",2014,30725.9579978092,1.82154961161354,0.567146918047745
"SAUP","California Current-Panopea abrupta","California Current","Pacific geoduck","Panopea abrupta",2014,2208.77734093486,1.41372283483665,0.717535718509038
"SAUP","California Current-Parophrys vetulus","California Current","English sole","Parophrys vetulus",2014,23.9509156038056,0.618561739603435,0
"SAUP","California Current-Prionace glauca","California Current","Blue shark","Prionace glauca",2014,871.791107673813,1.41619012768273,1.7921420738961
"SAUP","California Current-Sarda chiliensis","California Current","Eastern Pacific bonito","Sarda chiliensis",2014,6319.30965273824,0.740787906884071,0.340164603575242
"SAUP","California Current-Sarda lineolata","California Current","Pacific bonito","Sarda lineolata",2014,1792.80516627919,0.609309387261299,0.0294866762750171
"SAUP","California Current-Sardinops sagax","California Current","Pacific sardine","Sardinops sagax",2014,110680.155211143,0.928842917531518,0.602941588748354
"SAUP","California Current-Scomber japonicus","California Current","Chub mackerel","Scomber japonicus",2014,8232.76004685329,1.43434145594338,2.04044404315657
"SAUP","California Current-Sebastes alutus","California Current","Pacific ocean perch","Sebastes alutus",2014,2205.0263144898,0.756876581764668,0
"SAUP","California Current-Sebastes entomelas","California Current","Widow rockfish","Sebastes entomelas",2014,0.653344263991375,0.414115140925388,0
"SAUP","California Current-Sebastes flavidus","California Current","Yellowtail rockfish","Sebastes flavidus",2014,14.9302011664916,0.742256179698601,0
"SAUP","California Current-Sebastes goodei","California Current","Chilipepper rockfish","Sebastes goodei",2014,NA,NA,NA
"SAUP","California Current-Sebastes paucispinis","California Current","Bocaccio rockfish","Sebastes paucispinis",2014,15.9876784362794,0.539661526442912,0
"SAUP","California Current-Sebastolobus alascanus","California Current","Shortspine thornyhead","Sebastolobus alascanus",2014,0.159112206192425,0.691152738637648,0
"SAUP","California Current-Seriola lalandi","California Current","Yellowtail amberjack","Seriola lalandi",2014,362.514755424781,0.792631724724063,2.05858701803385
"SAUP","California Current-Thaleichthys pacificus","California Current","Eulachon","Thaleichthys pacificus",2014,385.983871137125,0.739607585845278,0.0241650544828569
"SAUP","California Current-Gadus chalcogrammus","California Current","Alaska pollock","Gadus chalcogrammus",2014,6701.39277832922,0.700122129042731,0.000299353225087047
"SAUP","California Current-Thunnus alalunga","California Current","Albacore","Thunnus alalunga",2014,20254.6133644943,0.91716287329534,0.616948579604942
"SAUP","California Current-Thunnus albacares","California Current","Yellowfin tuna","Thunnus albacares",2014,16870.5723215919,0.798754988765341,0.863182157830049
"SAUP","California Current-Thunnus obesus","California Current","Bigeye tuna","Thunnus obesus",2014,969.853893800684,0.759707163247368,0.268948548734286
"SAUP","California Current-Thunnus orientalis","California Current","Pacific bluefin tuna","Thunnus orientalis",2014,5264.23803169127,1.15325188519393,0.876981612889664
"SAUP","California Current-Totoaba macdonaldi","California Current","Totoaba","Totoaba macdonaldi",2014,90.262257897876,0.659230548958124,0.19908232765525
"SAUP","California Current-Trachurus symmetricus","California Current","Pacific jack mackerel","Trachurus symmetricus",2014,6719.02590633657,0.570998284098377,0.481962647070971
"SAUP","California Current-Xiphias gladius","California Current","Swordfish","Xiphias gladius",2014,1293.15942724411,0.865241790561229,0.576149473265945
"SAUP","Canadian Eastern Arctic -West Greenland-Chionoecetes opilio","Canadian Eastern Arctic -West Greenland","Snow crab","Chionoecetes opilio",2014,1701.25046788549,0.731907164727039,1.2175617745316
"SAUP","Canadian Eastern Arctic -West Greenland-Coryphaenoides rupestris","Canadian Eastern Arctic -West Greenland","Roundnose grenadier","Coryphaenoides rupestris",2014,772.340892956768,0.774444437484733,0.0361365436834072
"SAUP","Canadian Eastern Arctic -West Greenland-Cyclopterus lumpus","Canadian Eastern Arctic -West Greenland","Lumpfish","Cyclopterus lumpus",2014,8423.26893242203,1.19125260705866,0.983383570402878
"SAUP","Canadian Eastern Arctic -West Greenland-Gadus morhua","Canadian Eastern Arctic -West Greenland","Atlantic cod","Gadus morhua",2014,52672.0312290173,0.708107878738901,0.726339738061729
"SAUP","Canadian Eastern Arctic -West Greenland-Gadus macrocephalus","Canadian Eastern Arctic -West Greenland","Greenland cod","Gadus macrocephalus",2014,1528.3343845195,0.696031117604636,0.0605828298320631
"SAUP","Canadian Eastern Arctic -West Greenland-Glyptocephalus cynoglossus","Canadian Eastern Arctic -West Greenland","Witch flounder","Glyptocephalus cynoglossus",2014,194.706107335409,0.68099406214194,0.0176159956988049
"SAUP","Canadian Eastern Arctic -West Greenland-Hippoglossoides platessoides","Canadian Eastern Arctic -West Greenland","American plaice","Hippoglossoides platessoides",2014,13406.0301666057,0.672104316699612,0.010884819655747
"SAUP","Canadian Eastern Arctic -West Greenland-Hippoglossus hippoglossus","Canadian Eastern Arctic -West Greenland","Atlantic halibut","Hippoglossus hippoglossus",2014,332.104690428951,0.808347791536806,0.168790884265188
"SAUP","Canadian Eastern Arctic -West Greenland-Mallotus villosus","Canadian Eastern Arctic -West Greenland","Capelin","Mallotus villosus",2014,586.364288006338,0.686292421632276,0.841659034218779
"SAUP","Canadian Eastern Arctic -West Greenland-Melanogrammus aeglefinus","Canadian Eastern Arctic -West Greenland","Haddock","Melanogrammus aeglefinus",2014,2112.8920193268,0.663256828028129,0.0498027631468376
"SAUP","Canadian Eastern Arctic -West Greenland-Pandalus borealis","Canadian Eastern Arctic -West Greenland","Northern prawn","Pandalus borealis",2014,120250.919685149,1.24731347534908,0.603051500055794
"SAUP","Canadian Eastern Arctic -West Greenland-Pollachius virens","Canadian Eastern Arctic -West Greenland","Saithe","Pollachius virens",2014,286.790646150248,0.785550256404247,0.0252591584012003
"SAUP","Canadian Eastern Arctic -West Greenland-Reinhardtius hippoglossoides","Canadian Eastern Arctic -West Greenland","Greenland halibut","Reinhardtius hippoglossoides",2014,55357.1798332626,1.88616652839588,0.51451342577695
"SAUP","Canadian Eastern Arctic -West Greenland-Salmo salar","Canadian Eastern Arctic -West Greenland","Atlantic salmon","Salmo salar",2014,541.01889733071,0.719212720079264,0.5001223706048
"SAUP","Canadian Eastern Arctic -West Greenland-Sebastes mentella","Canadian Eastern Arctic -West Greenland","Beaked redfish","Sebastes mentella",2014,901.954737830259,0.826497874940558,0.882241387941314
"SAUP","Canary Current-Alectis alexandrina","Canary Current","Alexandria pompano","Alectis alexandrina",2014,4840.42268462297,0.600363124290198,1.91221707376356
"SAUP","Canary Current-Argyrosomus regius","Canary Current","Meagre","Argyrosomus regius",2014,7959.63875853291,1.43891101271478,0.998011321516817
"SAUP","Canary Current-Auxis rochei","Canary Current","Bullet tuna","Auxis rochei",2014,981.160433572861,0.93493504884536,0.316090755151693
"SAUP","Canary Current-Auxis thazard","Canary Current","Frigate tuna","Auxis thazard",2014,1085.19848158937,1.00781544730871,2.01987164425313
