"stockid","stocklong","country","region","lme","area","areaid","species","comm_name","year","msy_mt","bmsy_mt","umsy","bbmsy","uumsy","biomass_mt","catch_mt","er","r_est","k_mt_est","msy_mt_est"
"WHAKEGBGOM","White hake Gulf of Maine / Georges Bank","USA","US East Coast","Northeast U.S. Continental Shelf","Gulf of Maine / Georges Bank","USA-NMFS-5YZ","Urophycis tenuis","White hake",2014,5422,41327.43013,0.131196157,0.878648233486943,0.404255319148936,36312.2734807024,2010,0.0553531852272534,0.1574353884,102835.870941082,5422.00001174201
"WHITMEDGSA29","Whiting Black Sea","multinational","Mediterranean-Black Sea","Black Sea","Black Sea","multinational-GFCM-GSA29","Merlangius merlangus","Whiting",2014,9741.307887,33228.34774,0.293162572,0.833253086431926,1.36708860759494,27687.6233131829,8860,0.319998574806581,0.3517950864,82682.7622483968,9741.30788676879
"WHITVIIek","Whiting Celtic Sea","multinational","European Union","Celtic-Biscay Shelf","Celtic Sea","multinational-ICES-VIIe-k","Merlangius merlangus","Whiting",2014,21000,56735.65652,0.429776181,1.94285714285714,0.521153846153846,96671.9344243394,16800,0.173783633275163,0.5157314172,141176.468831846,24383.6337856933
"WINFLOUN4T","Winter flounder Southern Gulf of St. Lawrence","Canada","Canada East Coast","Scotian Shelf","Southern Gulf of St. Lawrence","Canada-DFO-4T","Pseudopleuronectes americanus","Winter flounder",2011,15112.5704,193139.2208,0.07824703,1.16969475588324,0.0170842557053884,225913.933727386,302,0.0013367922687072,0.093896436,480592.185901056,15112.5704041142
"WINFLOUN5Z","Winter flounder Georges Bank","USA","US East Coast","Northeast U.S. Continental Shelf","Georges Bank","USA-NMFS-5Z","Pseudopleuronectes americanus","Winter flounder",2014,2840,18563.13227,0.152991422,0.429850746268657,1.45149253731343,7979.37625756472,1220,0.152894156212197,0.1835897064,46191.0132900864,2840.00000276139
"WINFLOUNSNEMATL","Winter flounder Southern New England /Mid Atlantic","USA","US East Coast","Northeast U.S. Continental Shelf","Southern New England /Mid Atlantic","USA-NMFS-SNEMATL","Pseudopleuronectes americanus","Winter flounder",2010,11728,120896.7434,0.097008403,0.162158448042876,0.215384615384615,19604.4282761233,363,0.0185162247471458,0.1164100836,300829.784537088,11728.0000051348
"WITFLOUN4RST","Witch flounder Gulf of St. Lawrence","Canada","Canada East Coast","Labrador - Newfoundland","Gulf of St. Lawrence","Canada-DFO-4RST","Glyptocephalus cynoglossus","Witch flounder",2011,1990,28428.57143,0.07,0.18689138576779,1.27571428571429,16939.0263590327,442,0.0260935894797935,0.084,70739.3828606976,1990.0000001
"WITFLOUN5Y","Witch flounder Gulf of Maine","USA","US East Coast","Northeast U.S. Continental Shelf","Gulf of Maine","USA-NMFS-5Y","Glyptocephalus cynoglossus","Witch flounder",2014,1957,30958.72349,0.063213201,0.219571413490974,2.46236559139785,6797.65067715452,604,0.088854227539217,0.0758558412,77035.2108346368,1957.00001067679
"WLFLOUNNPAC","Willowy flounder North Pacific","Japan","Japan","Kuroshio Current","North Pacific","Japan-FAJ-NPAC","Tanakius kitaharae","Willowy flounder",2013,144.6048296,695.2155269,0.208,1.04291044776119,0.571493885015433,673,80,0.11887072808321,0.2496,1729.91869989581,144.6048295952
"WPOLLAI","Walleye pollock Aleutian Islands","USA","US Alaska","East Bering Sea","Aleutian Islands","USA-NMFS-AI","Gadus chalcogrammus","Walleye pollock",2014,14736.09201,277022.6107,0.053194546,0.940127283018347,NA,204000,2380,0.0116666666666667,0.0638334552,689320.902657024,14736.0920079212
"WPOLLEBS","Walleye pollock Eastern Bering Sea","USA","US Alaska","East Bering Sea","Eastern Bering Sea","USA-NMFS-EBS","Gadus chalcogrammus","Walleye pollock",2014,1469020.767,6306448.835,0.232939457,1.51437371663244,0.352640545144804,8050000,1290000,0.160248447204969,0.2795273484,15692462.7651072,1469020.76722318
"WPOLLGA","Walleye pollock Gulf of Alaska","USA","US Alaska","Gulf of Alaska","Gulf of Alaska","USA-NMFS-GA","Gadus chalcogrammus","Walleye pollock",2014,125914.4285,893921.9821,0.140856172,1.12066599579178,0.621052631578947,1130000,143000,0.126548672566372,0.1690274064,2224363.94649907,125914.428465259
"WPOLLWBS","Walleye pollock Western Bering Sea","Russia","Other","West Bering Sea","Western Bering Sea","Russia-RFFA-WBS","Gadus chalcogrammus","Walleye pollock",2014,12002.38259,602400.7826,0.019924248,0.573160650316892,NA,304842.884911359,15100,0.0495337130941754,0.0239090976,1498965.91535923,12002.3825879165
"WROCKPCOAST","Widow rockfish Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Sebastes entomelas","Widow rockfish",2014,7776,66278.96796,0.117322285,1.7253662918564,0.1144,127000,726,0.00571653543307087,0.140786742,164923.281554227,7775.99996850899
"WSHRIMPGM","White shrimp Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Litopenaeus setiferus","White shrimp",2014,116653.336,465393.3767,0.250655342,1.67592301959162,0.454022988505747,779963.473194007,26500,0.0339759500422252,0.3007864104,1158047.64711014,116653.336001273
"YEGROUPGM","Yellowedge grouper Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Hyporthodus flavolimbatus","Yellowedge grouper",2009,375,3375.464058,0.111095836,1.66597251145356,0.68,5530,376,0.0679927667269439,0.1333150032,8399.23472480256,375.000001411463
"YELLCCODGOM","Yellowtail flounder Cape Cod / Gulf of Maine","USA","US East Coast","Northeast U.S. Continental Shelf","Cape Cod / Gulf of Maine","USA-NMFS-CCOD5Y","Limanda ferruginea","Yellowtail flounder",2014,1285,10532.89572,0.121998739,0.162958737402548,2.29390681003584,1716.42738842862,480,0.279650629695112,0.1463984868,26209.2150779904,1284.9999958585
"YELLGB","Yellowtail flounder Georges Bank","USA","US East Coast","Northeast U.S. Continental Shelf","Georges Bank","USA-NMFS-GB","Limanda ferruginea","Yellowtail flounder",2008,9400,83301.34696,0.112843313,NA,NA,20800,1500,0.0721153846153846,0.1354119756,207280.407667507,9399.99996832888
"YELLSNEMATL","Yellowtail flounder Southern New England /Mid Atlantic","USA","US East Coast","Northeast U.S. Continental Shelf","Southern New England /Mid Atlantic","USA-NMFS-SNEMATL","Limanda ferruginea","Yellowtail flounder",2014,541,4741.813708,0.114091365,0.124042879019908,10.1146131805158,588.188224083193,625,1.06258502705352,0.136909638,11799.1498858906,540.999998521431
"YEYEROCKPCOAST","Yelloweye rockfish Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Sebastes ruberrimus","Yelloweye rockfish",2014,81.03519177,4112.220539,0.019705945,0.574069569447823,0.258,2310,8.8,0.00380952380952381,0.023647134,10232.5206116045,81.0351917694043
"YFINATL","Yellowfin tuna Atlantic Ocean","multinational","Atlantic Ocean","North Atlantic Ocean","Atlantic Ocean","multinational-ICCAT-ATL","Thunnus albacares","Yellowfin tuna",2014,122873.439,740132.0457,0.166015564,0.98,0.77,725000,97000,0.133793103448276,0.1992186768,1841685.37195622,122873.439001359
"YFINCWPAC","Yellowfin tuna Central Western Pacific Ocean","multinational","Pacific Ocean","North Pacific Ocean","Central Western Pacific Ocean","multinational-WCPFC-CWPAC","Thunnus albacares","Yellowfin tuna",2014,13578.78335,1380816.599,0.009833879,1.35,0.658,2320000,588000,0.253448275862069,0.0118006548,3435913.55962368,13578.7833557575
"YFINEIO","Yellowfin tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","Indian Ocean","multinational-IOTC-IO","Thunnus albacares","Yellowfin tuna",2014,422000,2140383.121,0.197160964,0.906,1.23,1941677.3804178,408000,0.210127595920291,0.2365931568,5325958.12764672,421999.999465689
"YFINEPAC","Yellowfin tuna Eastern Pacific","multinational","Pacific Ocean","South Pacific Ocean","Eastern Pacific","multinational-IATTC-EPAC","Thunnus albacares","Yellowfin tuna",2014,274960,5120131.675,0.053701744,0.863,1.01,4423403.47755478,246000,0.0556132853917244,0.0644420928,12740526.049536,274960.000457141
"YNOSESKACSCH","Yellownose skate Central-Southern Chile","Chile","South America","Humboldt Current","Central-Southern Chile","Chile-SUBPESCA-CH-CS","Zearaja chilensis","Yellownose skate",2014,413.1033818,14339.92096,0.028807926,0.567674288528805,0.0530645161290323,6090,15,0.00246305418719212,0.0345695112,35682.3121231872,413.103381861529
"YNOSESKASCH","Yellownose skate Southern Chile","Chile","South America","Humboldt Current","Southern Chile","Chile-SUBPESCA-CH-S","Zearaja chilensis","Yellownose skate",2014,340.5440188,26536.5372,0.012833024,0.102486730823561,0.112096774193548,3850,16,0.00415584415584416,0.0153996288,66031.396245504,340.544018764493
"YSOLEBSAI","Yellowfin sole Bering Sea and Aleutian Islands","USA","US Alaska","East Bering Sea","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Limanda aspera","Yellowfin sole",2014,134619.516,2145181.095,0.062754383,1.62298850574713,NA,2340000,157000,0.0670940170940171,0.0753052596,5337897.0223104,134619.516039989
"YTROCKNPCOAST","Yellowtail rockfish Northern Pacific Coast","USA","US West Coast","California Current","Northern Pacific Coast","USA-NMFS-NPCOAST","Sebastes flavidus","Yellowtail rockfish",2005,4805,37122.82349,0.126067997,1.99877037978632,0.286,145000,1610,0.0111034482758621,0.1512815964,92373.4641466368,4680.00000036885
"YTSNAPSATLCGM","Yellowtail snapper Southern Atlantic coast and Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Southern Atlantic coast and Gulf of Mexico","USA-NMFS-SATLCGM","Ocyurus chrysurus","Yellowtail snapper",2010,1700,13763.99819,0.089992235,1.93257799316813,0.162068965517241,26600,768,0.0288721804511278,0.107990682,34249.2319761408,1238.65295965405
